claim_id,customer_age,gender,occupation,policy_state,policy_type,policy_tenure_months,annual_premium,deductible,num_prior_claims,vehicle_make,vehicle_age,incident_type,incident_severity,incident_hour,incident_weekday,authorities_contacted,witnesses,police_report_filed,days_policy_to_incident,claim_amount,is_fraud
CLM107335,25,F,Professional,KA,Comprehensive,35,16126.47,1000,0,Honda,1,Collision,Major Damage,22,0,Police,1.0,1,656,244445.2,0
CLM107336,73,M,Salaried,DL,Comprehensive,57,27245.94,1000,1,Hyundai,11,Collision,Minor Damage,21,6,None,2.0,1,1653,18433.9,0
CLM107337,39,F,Salaried,DL,Comprehensive,4,24422.02,1000,0,Honda,15,Vandalism,Minor Damage,10,6,Police,1.0,1,42,11870.19,0
CLM107338,24,F,Self-Employed,MH,Comprehensive,42,14106.56,5000,1,Hyundai,9,Collision,Trivial Damage,9,3,Police,0.0,0,241,10028.11,0
CLM107339,50,M,Professional,GJ,Third Party,38,21535.91,2500,0,Honda,15,Theft,Major Damage,10,1,None,0.0,1,799,22525.89,0
CLM107340,68,M,Self-Employed,WB,Third Party,6,15054.07,10000,0,Kia,9,Collision,Minor Damage,20,6,Other,2.0,0,73,14307.98,0
CLM107341,38,F,Retired,WB,Own Damage,56,13247.77,10000,1,Mahindra,3,Collision,Minor Damage,0,0,Ambulance,1.0,0,490,18588.12,0
CLM107342,66,F,Professional,KA,Comprehensive,7,18525.86,5000,0,Toyota,0,Collision,Trivial Damage,11,3,None,1.0,1,43,6958.1,0
CLM107343,52,M,Self-Employed,MH,Comprehensive,35,14284.09,5000,1,Mahindra,0,Natural Calamity,Minor Damage,23,1,Police,1.0,1,478,23289.14,0
CLM107344,60,M,Professional,WB,Comprehensive,3,17960.44,1000,1,Honda,0,Collision,Minor Damage,16,0,None,1.0,1,87,39504.99,0
CLM107345,34,F,Salaried,DL,Comprehensive,10,22373.44,5000,0,Hyundai,13,Collision,Trivial Damage,21,1,Ambulance,0.0,0,161,6106.05,0
CLM107346,20,F,Professional,GJ,Own Damage,36,19578.99,2500,0,Maruti,15,Fire,Major Damage,11,6,Police,0.0,1,514,23412.53,0
CLM107347,37,M,Salaried,TN,Comprehensive,37,10607.8,5000,0,Hyundai,8,Vandalism,Major Damage,11,1,Police,1.0,0,934,44159.88,0
CLM107348,70,M,Self-Employed,GJ,Third Party,20,12247.15,1000,1,Maruti,2,Theft,Minor Damage,2,5,None,1.0,1,490,62997.99,1
CLM107349,63,M,Self-Employed,MH,Comprehensive,60,27493.63,5000,1,Toyota,2,Collision,Major Damage,0,4,Police,1.0,0,1288,242820.37,0
CLM107350,62,F,Professional,GJ,Comprehensive,35,21613.94,1000,0,Hyundai,14,Fire,Major Damage,6,1,Police,0.0,0,542,37208.87,0
CLM107351,68,M,Salaried,KA,Own Damage,46,16375.91,5000,1,Tata,9,Collision,Major Damage,22,0,Fire,0.0,0,1175,38847.49,0
CLM107352,39,M,Professional,MH,Comprehensive,21,13455.9,1000,0,Toyota,3,Fire,Trivial Damage,7,6,Ambulance,0.0,1,530,8635.95,0
CLM107353,36,F,Self-Employed,WB,Comprehensive,9,21251.11,10000,1,Honda,3,Collision,Minor Damage,16,2,Police,1.0,0,110,33904.3,0
CLM107354,70,F,Student,GJ,Own Damage,9,12809.27,10000,3,Tata,11,Theft,Major Damage,14,4,None,0.0,1,222,36016.43,0
CLM107355,50,F,Retired,MH,Comprehensive,18,18194.44,2500,1,Maruti,7,Fire,Major Damage,21,2,,1.0,1,529,27545.29,0
CLM107356,34,F,Retired,DL,Comprehensive,11,14761.87,10000,1,Tata,13,Collision,Minor Damage,11,6,Police,1.0,0,246,18899.82,1
CLM107357,33,M,Student,DL,Comprehensive,10,16525.25,1000,3,Tata,15,Fire,Major Damage,6,0,Police,4.0,1,190,14901.24,0
CLM107358,68,M,Salaried,GJ,Comprehensive,5,13906.61,2500,0,Kia,9,Collision,Minor Damage,23,0,None,1.0,1,15,20452.67,0
CLM107359,21,M,Student,DL,Comprehensive,19,20152.38,5000,0,Maruti,5,Fire,Major Damage,22,0,Other,2.0,1,381,73519.71,0
CLM107360,21,F,Professional,KA,Third Party,4,8840.94,5000,0,Mahindra,0,Collision,Major Damage,3,2,Fire,0.0,1,88,156365.84,0
CLM107361,60,F,Professional,KA,Comprehensive,18,10425.58,2500,0,Kia,2,Collision,Minor Damage,0,5,None,2.0,1,194,23247.9,0
CLM107362,18,M,Self-Employed,KA,Own Damage,3,14077.17,1000,0,Hyundai,12,Vandalism,Trivial Damage,8,0,Ambulance,0.0,1,35,7269.63,0
CLM107363,27,M,Student,MH,Comprehensive,17,15929.07,1000,0,Kia,5,Collision,Trivial Damage,20,6,Other,0.0,1,144,9948.91,0
CLM107364,74,M,Student,DL,Comprehensive,34,25583.92,1000,0,Kia,0,Collision,Minor Damage,10,4,Fire,1.0,1,535,80055.09,0
CLM107365,42,F,Self-Employed,DL,Third Party,10,22101.83,1000,0,Honda,14,Natural Calamity,Trivial Damage,7,3,Other,3.0,1,198,3011.24,0
CLM107366,59,M,Self-Employed,MH,Comprehensive,29,9790.07,5000,0,Hyundai,12,Collision,Minor Damage,7,2,None,1.0,1,168,6409.41,0
CLM107367,45,M,Retired,DL,Comprehensive,27,16630.83,2500,3,Toyota,13,Collision,Minor Damage,7,0,Police,1.0,0,415,6363.22,0
CLM107368,23,F,Professional,MH,Own Damage,13,15712.35,1000,0,Tata,13,Collision,Minor Damage,17,5,Police,1.0,0,276,13837.93,0
CLM107369,28,F,Retired,MH,Third Party,4,9348.9,1000,0,Hyundai,1,Collision,Minor Damage,11,6,Police,1.0,0,63,24023.14,0
CLM107370,61,M,Professional,GJ,Own Damage,42,18183.8,1000,0,Maruti,5,Natural Calamity,Major Damage,22,2,Police,1.0,1,1128,98796.64,0
CLM107371,23,M,Retired,GJ,Comprehensive,13,16809.14,2500,3,Maruti,1,Collision,Minor Damage,19,3,Police,2.0,0,279,50124.89,1
CLM107372,51,F,Student,TN,Comprehensive,65,22314.24,1000,0,Tata,10,Collision,Major Damage,11,0,Other,2.0,1,1740,17064.32,0
CLM107373,37,M,Self-Employed,DL,Comprehensive,41,16023.89,5000,1,Mahindra,1,Fire,Trivial Damage,3,1,,0.0,1,326,6026.41,0
CLM107374,39,M,Salaried,KA,Own Damage,36,11783.01,1000,0,Honda,8,Vandalism,Minor Damage,17,3,Police,1.0,0,153,6392.12,0
CLM107375,72,M,Student,MH,Comprehensive,7,16012.39,10000,1,Toyota,15,Theft,Trivial Damage,4,2,None,1.0,1,95,9499.78,0
CLM107376,52,M,,TN,Own Damage,36,10565.64,5000,1,Kia,1,Collision,Trivial Damage,14,3,Police,3.0,0,1080,12360.1,0
CLM107377,53,F,Professional,KA,Own Damage,50,14169.65,2500,0,Toyota,6,Fire,Trivial Damage,13,4,Police,1.0,1,917,6789.24,0
CLM107378,37,M,Student,TN,Comprehensive,24,11403.62,1000,0,Hyundai,6,Collision,Minor Damage,19,5,None,2.0,0,357,15798.35,0
CLM107379,39,M,Salaried,DL,Comprehensive,29,25198.77,2500,1,Honda,0,Collision,Trivial Damage,10,1,Other,0.0,0,654,5414.0,0
CLM107380,57,F,Self-Employed,MH,Comprehensive,34,14877.88,10000,1,Kia,1,Theft,Trivial Damage,14,2,Police,1.0,0,453,16071.93,1
CLM107381,20,F,Salaried,KA,Own Damage,54,11374.46,2500,0,Toyota,7,Theft,Minor Damage,9,3,Police,1.0,1,300,23123.98,0
CLM107382,31,F,Professional,GJ,Own Damage,31,28366.1,2500,0,Maruti,5,Collision,Minor Damage,14,6,Police,0.0,0,469,22253.54,0
CLM107383,52,M,Salaried,TN,Comprehensive,34,15371.51,2500,0,Tata,10,Theft,Minor Damage,2,5,Police,0.0,1,722,7172.43,0
CLM107384,53,F,Student,KA,Comprehensive,28,11987.2,2500,1,Tata,13,Collision,Total Loss,12,6,None,1.0,1,494,38597.31,0
CLM107385,23,F,Retired,DL,Comprehensive,66,13576.62,10000,0,Tata,0,Collision,Major Damage,6,2,None,1.0,0,257,197665.67,0
CLM107386,62,M,Self-Employed,GJ,Own Damage,25,20524.34,2500,0,Kia,5,Collision,Minor Damage,8,6,Police,1.0,1,133,34709.55,0
CLM107387,48,M,Retired,TN,Third Party,33,18358.65,1000,0,Toyota,10,Collision,Minor Damage,8,5,Ambulance,0.0,1,612,12572.75,0
CLM107388,31,M,Self-Employed,MH,Comprehensive,56,16534.42,2500,2,Hyundai,11,Vandalism,Total Loss,23,1,Fire,1.0,0,1599,82010.43,1
CLM107389,60,M,Salaried,KA,Third Party,16,10327.53,5000,0,Kia,9,Collision,Minor Damage,10,2,Police,0.0,1,93,9936.01,0
CLM107390,74,M,Salaried,WB,Third Party,75,27439.92,10000,1,Honda,14,Theft,Major Damage,1,3,Ambulance,0.0,1,1985,39694.32,0
CLM107391,42,F,Retired,WB,Comprehensive,15,21860.11,5000,0,Toyota,14,Collision,Minor Damage,14,5,Police,2.0,1,250,8921.85,0
CLM107392,34,F,Salaried,GJ,Own Damage,10,34864.3,5000,1,Kia,13,Collision,Minor Damage,22,0,None,1.0,1,274,9915.44,0
CLM107393,35,M,Professional,KA,Third Party,34,14929.13,2500,0,Honda,10,Collision,Minor Damage,4,1,Other,0.0,0,771,8394.64,0
CLM107394,51,F,Retired,MH,Third Party,14,15322.09,1000,1,Maruti,8,Collision,Major Damage,18,1,Police,1.0,0,186,79621.56,1
CLM107395,20,M,Self-Employed,TN,Own Damage,64,8752.79,1000,1,Kia,12,Vandalism,Total Loss,20,5,Police,3.0,1,230,74855.39,0
CLM107396,45,M,Self-Employed,MH,Own Damage,91,14142.76,1000,1,Maruti,3,Collision,Minor Damage,11,0,Police,0.0,0,2567,27090.98,0
CLM107397,19,F,Retired,MH,Comprehensive,11,9550.45,2500,0,Kia,7,Vandalism,Minor Damage,2,2,Police,1.0,0,190,10189.9,0
CLM107398,20,M,Retired,WB,Comprehensive,10,13705.14,5000,0,Hyundai,13,Vandalism,Trivial Damage,20,0,Police,0.0,1,233,8292.82,0
CLM107399,42,M,Retired,GJ,Comprehensive,9,23860.61,2500,1,Hyundai,1,Natural Calamity,Trivial Damage,7,0,Fire,0.0,0,171,8701.46,0
CLM107400,60,F,Retired,WB,Third Party,3,18198.23,1000,1,Toyota,9,Collision,Minor Damage,1,3,Police,0.0,0,12,23534.43,1
CLM107401,68,F,Salaried,TN,Own Damage,14,24747.1,2500,1,Maruti,11,Collision,Minor Damage,10,3,Ambulance,0.0,1,93,10706.61,0
CLM107402,22,M,Self-Employed,DL,Comprehensive,48,21151.7,10000,0,Tata,6,Collision,Trivial Damage,11,1,Police,0.0,0,696,8450.08,0
CLM107403,31,F,Professional,DL,Comprehensive,35,14077.52,2500,0,Hyundai,4,Collision,Major Damage,3,6,Police,2.0,0,73,49709.43,0
CLM107404,42,M,Retired,WB,Comprehensive,20,10666.92,2500,0,Hyundai,0,Collision,Total Loss,8,5,Ambulance,1.0,1,218,306050.47,0
CLM107405,50,M,Student,TN,Comprehensive,32,21599.28,10000,0,Honda,15,Natural Calamity,Trivial Damage,16,4,Police,0.0,1,445,6792.38,0
CLM107406,74,M,Student,DL,Third Party,7,14934.1,2500,0,Kia,14,Collision,Minor Damage,9,1,Fire,1.0,0,11,13565.3,0
CLM107407,57,M,Self-Employed,TN,Third Party,25,23156.43,2500,2,Tata,14,Collision,Trivial Damage,3,2,None,3.0,0,435,7444.51,0
CLM107408,48,M,Salaried,DL,Third Party,28,17043.63,2500,2,Kia,15,Collision,Minor Damage,7,6,None,0.0,1,600,7011.27,0
CLM107409,21,F,Self-Employed,MH,Own Damage,27,18301.85,2500,1,Toyota,11,Collision,Minor Damage,17,5,,1.0,0,793,12487.81,0
CLM107410,22,M,Professional,MH,Third Party,13,20920.66,2500,1,Honda,2,Collision,Minor Damage,23,6,Police,,1,328,40659.09,0
CLM107411,26,M,Salaried,DL,Comprehensive,13,26016.09,2500,1,Maruti,3,Theft,Trivial Damage,7,5,Other,1.0,1,95,17908.4,1
CLM107412,55,F,Student,GJ,Own Damage,38,14746.76,2500,0,Hyundai,14,Collision,Trivial Damage,14,6,Ambulance,1.0,1,533,5428.21,0
CLM107413,36,M,Self-Employed,GJ,Comprehensive,36,14914.33,10000,0,Honda,13,Collision,Total Loss,2,1,Police,2.0,1,1066,66745.25,1
CLM107414,31,F,Professional,GJ,Comprehensive,3,20474.88,5000,0,Maruti,15,Collision,Major Damage,0,6,Other,0.0,0,75,22428.2,1
CLM107415,56,F,Student,TN,Third Party,3,11985.57,1000,1,Toyota,2,Fire,Trivial Damage,22,2,,0.0,1,7,10297.76,0
CLM107416,64,M,Student,TN,Third Party,86,19876.65,5000,1,Maruti,12,Collision,Total Loss,17,0,Police,1.0,0,1056,52011.98,1
CLM107417,43,M,Retired,WB,Own Damage,29,21212.55,1000,1,Maruti,5,Theft,Trivial Damage,21,0,Police,1.0,1,227,8283.51,0
CLM107418,68,M,Student,TN,Comprehensive,27,37155.83,1000,1,Maruti,4,Vandalism,Trivial Damage,20,2,Police,0.0,1,73,23021.25,1
CLM107419,59,F,Student,GJ,Own Damage,11,19482.72,1000,0,Tata,5,Collision,Major Damage,2,6,Other,1.0,1,272,64089.5,0
CLM107420,58,M,,GJ,Own Damage,18,25100.04,2500,1,Hyundai,0,Theft,Minor Damage,15,0,Police,0.0,0,66,49989.81,0
CLM107421,67,F,Professional,WB,Comprehensive,14,13927.01,2500,1,Honda,1,Collision,Minor Damage,13,6,,0.0,1,107,35306.02,0
CLM107422,28,F,Professional,KA,Own Damage,49,13551.37,10000,0,Toyota,14,Collision,Trivial Damage,5,3,Police,0.0,1,626,4921.36,0
CLM107423,61,M,Self-Employed,DL,Third Party,47,15359.58,2500,1,Tata,12,Natural Calamity,Major Damage,0,1,Police,1.0,1,1060,28550.07,0
CLM107424,72,M,Self-Employed,WB,Own Damage,29,12717.67,1000,0,Maruti,11,Collision,Major Damage,19,3,None,3.0,1,71,34757.94,0
CLM107425,74,M,Professional,TN,Own Damage,26,19767.42,2500,0,Honda,1,Collision,Minor Damage,20,2,,1.0,0,619,33819.81,0
CLM107426,50,M,Student,DL,Comprehensive,33,11699.82,2500,0,Tata,13,Natural Calamity,Minor Damage,15,1,,1.0,1,883,11510.49,0
CLM107427,60,M,Student,GJ,Comprehensive,26,11516.31,10000,2,Kia,5,Collision,Trivial Damage,0,6,None,1.0,0,598,7185.32,0
CLM107428,68,M,Professional,WB,Own Damage,38,11255.2,1000,0,Tata,7,Vandalism,Minor Damage,17,0,Police,0.0,1,945,39343.95,0
CLM107429,66,M,Salaried,DL,Comprehensive,59,18394.23,5000,0,Honda,4,Theft,Total Loss,23,1,Police,,1,906,367445.21,0
CLM107430,69,M,Retired,MH,Comprehensive,22,11529.99,1000,0,Hyundai,14,Collision,Minor Damage,1,5,,1.0,1,109,11319.16,1
CLM107431,65,F,Student,GJ,Comprehensive,11,11513.43,2500,1,Hyundai,6,Collision,Trivial Damage,1,2,None,0.0,0,167,13668.43,1
CLM107432,39,F,Salaried,MH,Comprehensive,26,11567.42,2500,1,Mahindra,11,Vandalism,Major Damage,11,4,Fire,1.0,1,527,35292.86,0
CLM107433,59,F,Student,DL,Comprehensive,15,8763.74,10000,1,Toyota,2,Collision,Minor Damage,4,1,None,1.0,1,158,20234.23,0
CLM107434,41,F,Professional,MH,Own Damage,9,13314.9,1000,2,Kia,12,Collision,Trivial Damage,20,5,Police,0.0,1,206,6666.89,1
CLM107435,63,M,Self-Employed,KA,Third Party,54,20022.51,2500,2,Hyundai,11,Collision,Trivial Damage,22,2,Police,2.0,0,1548,8651.48,0
CLM107436,64,F,Salaried,DL,Comprehensive,25,19080.24,1000,1,Kia,7,Theft,Trivial Damage,15,3,Police,0.0,1,317,7618.53,0
CLM107437,71,M,Salaried,WB,Comprehensive,18,19331.9,1000,1,Mahindra,10,Collision,Trivial Damage,16,6,Fire,1.0,1,415,9850.43,0
CLM107438,51,M,Salaried,MH,Comprehensive,28,21115.89,1000,0,Tata,3,Collision,Trivial Damage,13,0,Police,1.0,1,743,9087.59,0
CLM107439,45,M,Retired,DL,Third Party,16,20201.55,2500,1,Hyundai,13,Collision,Minor Damage,7,2,Ambulance,0.0,1,221,10301.62,0
CLM107440,27,F,Student,GJ,Comprehensive,55,13931.91,5000,0,Toyota,10,Collision,Minor Damage,21,4,Police,0.0,1,939,9640.24,0
CLM107441,54,M,Student,KA,Third Party,85,20430.34,10000,0,Toyota,4,Theft,Minor Damage,22,0,Other,2.0,1,1796,14084.16,0
CLM107442,50,F,Salaried,MH,Third Party,17,11120.85,2500,1,Kia,14,Collision,Total Loss,23,2,Other,1.0,0,203,32149.5,0
CLM107443,47,F,Student,MH,Comprehensive,21,16429.22,10000,2,Kia,3,Natural Calamity,Minor Damage,6,1,Police,1.0,0,502,27060.77,0
CLM107444,56,M,Retired,KA,Comprehensive,31,11251.92,1000,1,Mahindra,13,Collision,Minor Damage,0,6,Police,0.0,1,402,9550.24,0
CLM107445,66,M,Salaried,KA,Third Party,8,12819.25,1000,0,Kia,0,Natural Calamity,Trivial Damage,0,2,Other,2.0,0,206,13528.3,0
CLM107446,26,M,Self-Employed,GJ,Own Damage,3,25898.13,2500,2,Honda,9,Vandalism,Major Damage,10,4,Fire,1.0,1,39,50460.6,0
CLM107447,42,M,Professional,WB,Comprehensive,51,14029.06,1000,1,Honda,14,Fire,Major Damage,11,3,Fire,1.0,1,688,17347.25,0
CLM107448,59,M,Student,MH,Comprehensive,17,12800.96,1000,1,Hyundai,15,Collision,Minor Damage,22,5,None,1.0,0,473,10571.34,0
CLM107449,64,F,Retired,WB,Comprehensive,16,22312.45,5000,2,Mahindra,1,Collision,Total Loss,12,0,,0.0,1,434,760069.58,0
CLM107450,62,M,Salaried,GJ,Comprehensive,33,12424.23,2500,1,Tata,0,Theft,Major Damage,16,0,None,0.0,0,934,209695.94,0
CLM107451,63,M,Self-Employed,KA,Comprehensive,11,18837.99,2500,0,Toyota,13,Collision,Trivial Damage,20,1,Police,0.0,1,49,8399.96,1
CLM107452,66,F,Self-Employed,MH,Comprehensive,16,17052.11,1000,2,Kia,13,Collision,Major Damage,13,0,Police,1.0,0,285,22702.32,1
CLM107453,72,F,Student,KA,Comprehensive,8,15155.23,1000,0,Kia,11,Natural Calamity,Major Damage,0,5,None,0.0,1,45,36059.46,0
CLM107454,52,M,Salaried,GJ,Third Party,4,12022.06,1000,0,Tata,7,Theft,Trivial Damage,17,3,Police,0.0,1,62,8417.08,0
CLM107455,32,M,Salaried,DL,Comprehensive,16,29259.81,1000,0,Hyundai,1,Collision,Minor Damage,15,0,Other,1.0,1,238,34790.65,0
CLM107456,50,M,Self-Employed,TN,Comprehensive,11,12628.38,1000,1,Kia,1,Collision,Trivial Damage,17,1,Fire,0.0,1,52,5014.4,0
CLM107457,58,M,Student,KA,Comprehensive,10,26558.84,1000,0,Honda,2,Theft,Minor Damage,16,2,Police,1.0,0,18,23198.09,0
CLM107458,23,M,Professional,KA,Comprehensive,24,19359.85,1000,0,Toyota,0,Collision,Trivial Damage,7,0,Police,1.0,0,53,13019.51,0
CLM107459,61,M,Student,MH,Comprehensive,41,22168.78,5000,1,Kia,6,Fire,Major Damage,7,2,Police,0.0,0,689,68935.94,0
CLM107460,49,M,Salaried,WB,Comprehensive,41,16939.83,2500,0,Tata,7,Collision,Minor Damage,16,3,Ambulance,3.0,1,144,21398.64,0
CLM107461,71,F,,MH,Comprehensive,40,29744.55,2500,1,Maruti,11,Fire,Minor Damage,8,5,Fire,1.0,1,544,15880.39,0
CLM107462,30,F,Self-Employed,MH,Comprehensive,13,33522.59,1000,1,Hyundai,10,Collision,Minor Damage,20,2,Fire,3.0,1,235,14723.72,0
CLM107463,69,F,Self-Employed,DL,Comprehensive,22,14569.12,5000,0,Tata,5,Natural Calamity,Major Damage,3,6,None,0.0,1,128,85097.33,0
CLM107464,43,F,Professional,KA,Comprehensive,15,12854.64,2500,0,Hyundai,0,Collision,Trivial Damage,6,6,Police,2.0,0,181,7371.09,0
CLM107465,50,F,Salaried,MH,Own Damage,13,16310.55,2500,1,Tata,10,Vandalism,Trivial Damage,14,5,Police,3.0,1,172,5238.82,0
CLM107466,55,F,,MH,Third Party,14,14352.27,1000,1,Tata,3,Vandalism,Minor Damage,2,0,Other,2.0,1,27,23146.73,0
CLM107467,51,M,Professional,KA,Third Party,9,24683.28,5000,0,Kia,14,Fire,Trivial Damage,0,1,Other,1.0,0,140,2150.43,0
CLM107468,69,M,Student,MH,Own Damage,28,19761.69,1000,1,Tata,1,Vandalism,Major Damage,2,4,Ambulance,2.0,1,530,192118.35,0
CLM107469,27,M,Student,TN,Third Party,49,10872.77,2500,0,Tata,13,Theft,Minor Damage,5,3,None,1.0,0,1117,12607.45,0
CLM107470,59,F,Retired,GJ,Comprehensive,15,10798.46,1000,0,Kia,6,Natural Calamity,Total Loss,9,1,Police,0.0,1,53,247591.93,1
CLM107471,73,M,Retired,TN,Comprehensive,14,17304.53,1000,0,Mahindra,7,Collision,Minor Damage,10,6,,0.0,1,383,23619.57,0
CLM107472,30,M,Student,GJ,Third Party,3,24609.37,1000,1,Tata,9,Collision,Minor Damage,22,1,Police,0.0,0,89,27210.36,1
CLM107473,32,M,Salaried,GJ,Comprehensive,36,12217.06,5000,1,Mahindra,12,Collision,Major Damage,10,4,Fire,1.0,0,173,36581.79,0
CLM107474,45,M,Salaried,TN,Comprehensive,2,19116.17,5000,1,Hyundai,2,Collision,Minor Damage,3,4,,1.0,1,55,21705.35,0
CLM107475,59,F,Retired,WB,Comprehensive,25,21176.61,5000,0,Tata,1,Theft,Trivial Damage,0,0,None,1.0,0,152,7560.5,0
CLM107476,72,F,Retired,MH,Comprehensive,12,19541.14,1000,1,Hyundai,13,Collision,Total Loss,0,3,Other,0.0,0,287,97791.57,0
CLM107477,63,F,Self-Employed,TN,Third Party,19,10311.19,2500,1,Hyundai,15,Collision,Major Damage,23,5,Other,3.0,1,122,26234.82,0
CLM107478,63,M,Retired,KA,Comprehensive,26,13739.28,1000,2,Maruti,4,Vandalism,Minor Damage,1,3,None,1.0,1,669,33301.37,1
CLM107479,43,M,Professional,MH,Own Damage,25,13794.66,1000,0,Mahindra,3,Theft,Major Damage,16,4,Fire,1.0,1,486,66075.28,0
CLM107480,54,M,Student,KA,Third Party,45,21195.4,10000,0,Hyundai,6,Fire,Minor Damage,14,6,Police,0.0,1,284,21926.52,0
CLM107481,30,M,Retired,TN,Own Damage,3,13340.99,2500,0,Kia,9,Theft,Minor Damage,18,2,Ambulance,1.0,1,42,13624.19,0
CLM107482,44,F,Salaried,DL,Own Damage,41,10963.63,2500,2,Honda,8,Collision,Trivial Damage,3,4,Ambulance,1.0,1,153,2855.14,0
CLM107483,28,M,Student,WB,Own Damage,27,20623.48,1000,0,Kia,0,Collision,Minor Damage,3,5,Police,0.0,1,188,52347.15,0
CLM107484,19,F,Retired,WB,Comprehensive,48,11714.0,1000,0,Maruti,2,Theft,Trivial Damage,17,3,Other,0.0,1,986,11982.36,0
CLM107485,66,M,Student,GJ,Comprehensive,24,9669.36,10000,2,Hyundai,7,Collision,Trivial Damage,7,0,Police,2.0,1,92,7639.24,0
CLM107486,63,M,Student,TN,Comprehensive,6,13594.37,1000,0,Toyota,5,Theft,Minor Damage,9,6,Ambulance,0.0,0,167,22240.83,0
CLM107487,47,M,Retired,WB,Comprehensive,21,9862.27,2500,0,Hyundai,5,Collision,Trivial Damage,18,1,None,2.0,1,152,6556.54,0
CLM107488,18,M,Salaried,DL,Comprehensive,35,9369.11,5000,1,Maruti,14,Vandalism,Major Damage,17,5,Police,1.0,1,941,27945.25,0
CLM107489,23,M,Salaried,KA,Comprehensive,40,8638.54,5000,1,Kia,8,Theft,Major Damage,6,3,None,2.0,1,1102,68551.11,0
CLM107490,24,M,Retired,MH,Comprehensive,22,18585.35,1000,0,Toyota,14,Vandalism,Minor Damage,14,1,None,,1,467,16381.44,0
CLM107491,58,F,Self-Employed,DL,Comprehensive,20,15876.22,1000,2,Mahindra,5,Vandalism,Minor Damage,21,1,Ambulance,1.0,0,221,22917.03,0
CLM107492,29,F,Salaried,MH,Comprehensive,27,36602.83,1000,1,Maruti,3,Theft,Minor Damage,22,1,None,0.0,1,375,41607.39,0
CLM107493,32,M,Self-Employed,MH,Third Party,44,12874.05,2500,1,Tata,0,Collision,Minor Damage,10,2,,0.0,0,352,23124.59,0
CLM107494,67,F,Professional,WB,Third Party,16,28032.24,2500,1,Tata,15,Collision,Major Damage,8,1,Other,0.0,1,139,35538.29,0
CLM107495,67,M,Professional,WB,Comprehensive,31,19007.39,2500,1,Mahindra,12,Collision,Trivial Damage,2,2,Other,4.0,1,526,16768.25,0
CLM107496,61,F,Salaried,KA,Comprehensive,70,13147.55,1000,1,Toyota,4,Theft,Total Loss,8,0,Police,1.0,1,775,612265.57,0
CLM107497,35,M,Professional,WB,Comprehensive,101,11176.06,2500,0,Mahindra,7,Fire,Minor Damage,16,5,,1.0,1,2945,11796.3,0
CLM107498,51,M,Self-Employed,GJ,Comprehensive,44,17264.42,1000,2,Toyota,13,Collision,Trivial Damage,2,4,None,3.0,1,1312,3114.1,0
CLM107499,29,F,Salaried,TN,Third Party,19,11601.95,5000,1,Toyota,5,Fire,Minor Damage,23,4,Ambulance,1.0,0,321,22271.87,0
CLM107500,66,M,Retired,WB,Comprehensive,8,17130.82,1000,2,Maruti,6,Collision,Trivial Damage,21,4,Fire,0.0,1,92,10102.32,0
CLM107501,22,F,Self-Employed,MH,Third Party,30,11503.58,1000,0,Hyundai,3,Collision,Minor Damage,13,4,Other,0.0,0,505,25635.49,0
CLM107502,60,F,Self-Employed,KA,Own Damage,60,10675.17,5000,0,Toyota,6,Natural Calamity,Major Damage,4,0,Police,0.0,0,362,72812.55,0
CLM107503,47,F,Self-Employed,GJ,Comprehensive,22,9275.6,10000,0,Kia,7,Theft,Major Damage,21,5,Ambulance,3.0,0,421,29969.54,0
CLM107504,61,F,Self-Employed,TN,Comprehensive,47,16661.64,2500,0,Toyota,10,Collision,Minor Damage,3,0,Fire,1.0,0,953,13096.2,0
CLM107505,43,M,Retired,GJ,Own Damage,45,15293.34,1000,2,Kia,12,Vandalism,Minor Damage,4,3,None,1.0,0,205,8361.77,0
CLM107506,27,F,Salaried,DL,Comprehensive,24,10591.76,5000,1,Toyota,1,Collision,Total Loss,10,4,Other,0.0,1,432,388188.62,0
CLM107507,60,M,Student,MH,Third Party,42,14747.66,5000,1,Mahindra,7,Collision,Major Damage,7,3,Police,0.0,1,353,57562.28,0
CLM107508,53,M,Professional,KA,Third Party,9,9901.02,2500,1,Honda,10,Collision,Trivial Damage,5,4,Police,3.0,1,76,4168.53,0
CLM107509,44,M,Retired,WB,Own Damage,20,15741.68,5000,0,Kia,9,Collision,Trivial Damage,20,1,Police,2.0,1,525,5653.88,0
CLM107510,39,M,Professional,TN,Comprehensive,32,14905.22,5000,0,Kia,5,Collision,Minor Damage,22,5,Ambulance,2.0,0,893,14393.91,0
CLM107511,37,M,Salaried,GJ,Comprehensive,23,20214.54,1000,0,Mahindra,6,Collision,Trivial Damage,23,1,None,3.0,0,403,7107.43,1
CLM107512,45,M,Self-Employed,GJ,Third Party,10,9794.25,1000,0,Maruti,1,Collision,Major Damage,12,0,,1.0,1,274,67694.92,0
CLM107513,32,M,Self-Employed,KA,Comprehensive,42,8603.99,1000,0,Honda,4,Collision,Trivial Damage,11,3,Police,0.0,0,170,8329.28,1
CLM107514,34,M,Professional,DL,Third Party,32,26894.2,1000,0,Mahindra,10,Collision,Major Damage,5,1,Other,0.0,1,493,21386.88,0
CLM107515,33,M,Salaried,DL,Comprehensive,27,17901.94,2500,0,Hyundai,2,Theft,Major Damage,19,4,Ambulance,2.0,0,286,144096.16,0
